College Name,Location,Rating,Reviews,NIRF Ranking,College URL
"Ace Institute of Management and Technology, Budaun",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ace-institute-of-management-and-technology-budaun/msc-chemistry-course
"ABBS Bangalore - Acharya Bangalore B-School, Bangalore",N/A,4.1/5,26 Reviews,N/A,https://www.careers360.com/colleges/acharya-bangalore-b-school-bangalore/phd-management-course
"Acharya BM Reddy College of Pharmacy (ABMRCP) Bangalore - Acharya BM Reddy College of Pharmacy, Bangalore",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/acharya-bm-reddy-college-of-pharmacy-bangalore/mpharma-drug-regulatory-affairs-course
"Acharya Brojendra Nath Seal College, Cooch Behar",N/A,4.4/5,5 Reviews,N/A,https://www.careers360.com/colleges/acharya-brojendra-nath-seal-college-cooch-behar/msc-zoology-course
"Acharya College of Engineering, Badvel",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/acharya-college-of-engineering-badvel/mtech-electrical-power-systems-course
"Acharya Deshbhushan Ayurvedic Medical College and Hospital, Belagavi",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-deshbhushan-ayurvedic-medical-college-and-hospital-belagavi/ms-shalakya-tantra-course
"Acharya Institute Graduate Studies, Bangalore",N/A,3.0/5,2 Reviews,N/A,https://www.careers360.com/colleges/acharya-institute-graduate-studies-bangalore/mca-course
"AIGS Bangalore - Acharya Institute of Graduate Studies, Bangalore",N/A,4.3/5,3 Reviews,N/A,https://www.careers360.com/colleges/acharya-institute-of-graduate-studies-bangalore/mca-course
"AIHS Bangalore - Acharya Institute of Health Sciences, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-institute-of-health-sciences-bangalore/msc-community-health-nursing-course
"Acharya Institute of Technology, Bangalore (AIT Bangalore ) - Acharya Institute of Technology, Bangalore",N/A,3.8/5,148 Reviews,N/A,https://www.careers360.com/colleges/acharya-institute-of-technology-bangalore/mca-course
"Acharya Motibhai Patel Institute of Computer Studies, Mehsana",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-motibhai-patel-institute-of-computer-studies-mehsana/mca-course
"Acharya Nagarjuna University College of Pharmaceutical Sciences, Guntur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-nagarjuna-university-college-of-pharmaceutical-sciences-guntur/mpharma-industrial-pharmacy-course
"Acharya Nagarjuna University, Ongole Campus",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-nagarjuna-university-ongole-campus/msc-mathematics-course
"Acharya Narendra Deo Kisan PG College, Gonda",N/A,3.8/5,1 Reviews,N/A,https://www.careers360.com/colleges/acharya-narendra-deo-kisan-pg-college-gonda/msc-chemistry-self-finance-course
"Acharya Narendra Deva University of Agriculture and Technology, Faizabad",N/A,3.9/5,4 Reviews,N/A,https://www.careers360.com/university/acharya-narendra-deva-university-of-agriculture-and-technology-faizabad/msc-agronomy-course
"Acharya Narendra Dev College, New Delhi",N/A,4.0/5,46 Reviews,N/A,https://www.careers360.com/colleges/acharya-narendra-dev-college-new-delhi/msc-chemistry-course
"Acharya Panth Shri Grindh Muni Naam Saheb Government PG College, Kawardha",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-panth-shri-grindh-muni-naam-saheb-government-pg-college-kawardha/msc-botany-course
"APC College Kolkata - Acharya Prafulla Chandra College, Kolkata",N/A,4.4/5,7 Reviews,N/A,https://www.careers360.com/colleges/acharya-prafulla-chandra-college-kolkata/msc-chemistry-course
"Acharya Shree Nanesh Samta Mahavidyalaya, Chittorgarh",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-shree-nanesh-samta-mahavidyalaya-chittorgarh/mca-course
"Acharya Shri Chander College of Medical Sciences, Sidhra",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acharya-shri-chander-college-of-medical-sciences-sidhra/ms-general-surgery-course
"AC Kunhimon Haji Memorial ICA College, Thozhiyoor",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ac-kunhimon-haji-memorial-ica-college-thozhiyoor/msc-computer-science-course
"AC Patil College of Engineering, Navi Mumbai",N/A,4.0/5,5 Reviews,N/A,https://www.careers360.com/colleges/ac-patil-college-of-engineering-navi-mumbai/mca-course
"AIMSR Indore - Acropolis Institute of Management Studies and Research, Indore",N/A,4.5/5,19 Reviews,N/A,https://www.careers360.com/colleges/acropolis-institute-of-management-studies-and-research-indore/msc-computer-science-course
"AIPER Indore - Acropolis Institute of Pharmaceutical Education and Research, Indore",N/A,4.5/5,2 Reviews,N/A,https://www.careers360.com/colleges/acropolis-institute-of-pharmaceutical-education-and-research-indore/mpharma-pharmaceutics-course
"Acropolis Institute of Technology and Research, Bhopal",N/A,4.0/5,3 Reviews,N/A,https://www.careers360.com/colleges/acropolis-institute-of-technology-and-research-bhopal/mca-course
"AITR Indore - Acropolis Institute of Technology and Research, Indore",N/A,4.2/5,52 Reviews,N/A,https://www.careers360.com/colleges/acropolis-institute-of-technology-and-research-indore/mca-integrated-course
"ACSCE Bangalore - ACS College of Engineering, Bangalore",N/A,3.2/5,1 Reviews,N/A,https://www.careers360.com/colleges/acs-college-of-engineering-bangalore/mtech-structural-engineering-course
"ACS Medical College and Hospital, Chennai",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/acs-medical-college-and-hospital-chennai/ms-obstetrics-and-gynaecology-course
"ACSR Government Medical College, Nellore",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/acsr-government-medical-college-nellore/ms-ophthalmology-course
"Adaikalamatha College, Thanjavur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adaikalamatha-college-thanjavur/msc-electronics-course
"Adaikalamatha Institute of Management, Thanjavur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adaikalamatha-institute-of-management-thanjavur/phd-management-course
"Adamas Institute of Technology, North 24 Parganas",N/A,2.4/5,4 Reviews,N/A,https://www.careers360.com/colleges/adamas-institute-of-technology-north-24-parganas/mtech-electronics-and-communication-engineering-course
"Adamas University, Kolkata",N/A,4.1/5,62 Reviews,N/A,https://www.careers360.com/university/adamas-university-kolkata/mtech-biotechnology-course
"Adani Institute of Infrastructure Engineering, Ahmedabad",N/A,4.6/5,3 Reviews,N/A,https://www.careers360.com/colleges/adani-institute-of-infrastructure-engineering-ahmedabad/mtech-construction-engineering-and-management-course
"Adarsa College of Pharmacy, East Godavari",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsa-college-of-pharmacy-east-godavari/mpharma-pharmaceutics-course
"ACE Angul - Adarsha College of Engineering, Angul",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-college-of-engineering-angul/mtech-environmental-science-and-engineering-course
"Adarsha College of Nursing, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-college-of-nursing-bangalore/msc-community-health-nursing-course
"Adarsha Comprehensive College of Education and Research, Pune",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-comprehensive-college-of-education-and-research-pune/phd-education-course
"Adarsha Science Jairamdas Bhagchand Arts and Birla Commerce Mahavidyalaya, Amravati",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsha-science-jairamdas-bhagchand-arts-and-birla-commerce-mahavidyalaya-amravati/msc-electronics-course
"Adarsh Bhartiya College, Pathankot",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/adarsh-bhartiya-college-pathankot/msc-computer-science-course
"Adarsh College of Arts and Commerce, Kulgaon",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-college-of-arts-and-commerce-kulgaon/phd-business-economics-course
"Adarsh College of Engineering, Kakinada",N/A,3.7/5,29 Reviews,N/A,https://www.careers360.com/colleges/adarsh-college-of-engineering-kakinada/mtech-thermal-engineering-course
"Adarsh College of Nursing, Patiala",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-college-of-nursing-patiala/msc-community-health-nursing-course
"VITA Sangli - Adarsh College of Pharmacy, Vita",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-college-of-pharmacy-vita/mpharma-pharmacology-course
"Adarsh Degree and PG College, Mahabubnagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-degree-and-pg-college-mahabubnagar/msc-organic-chemistry-course
"Adarsh Devkali Baba Smarak Mahavidyalaya, Azamgarh",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-devkali-baba-smarak-mahavidyalaya-azamgarh/msc-chemistry-self-finance-course
"Adarsh Education Society's Arts Commerce and Science College, Hingoli",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-education-societys-arts-commerce-and-science-college-hingoli/msc-botany-course
"Adarsh Institute of Management and Science, Dhamnod",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-institute-of-management-and-science-dhamnod/msc-zoology-course
"Adarsh Krishna Post Graduation College, Shikohabad",N/A,4.0/5,3 Reviews,N/A,https://www.careers360.com/colleges/adarsh-krishna-post-graduation-college-shikohabad/phd-commerce-course
"Adarsh Mahavidyala, Omerga",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahavidyala-omerga/msc-botany-course
"Adarsh Mahavidyalaya, Jodhpur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahavidyalaya-jodhpur/msc-physics-course
"AMMB - Adarsh Mahila Mahavidyalaya, Bhiwani",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahila-mahavidyalaya-bhiwani/msc-mathematics-course
"Adarsh Mahila Shikshak Prashikshan College, Churu",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-mahila-shikshak-prashikshan-college-churu/msc-chemistry-course
"Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology, Osmanabad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adarsh-shikshan-prasarak-mandals-kt-patil-college-of-engineering-and-technology-osmanabad/mtech-water-resource-engineering-course
"Adesh Institute of Medical Sciences and Research, Bathinda",N/A,3.5/5,3 Reviews,N/A,https://www.careers360.com/colleges/adesh-institute-of-medical-sciences-and-research-bathinda/ms-general-surgery-course
"Adesh Medical College and Hospital, Kurukshetra",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adesh-medical-college-and-hospital-kurukshetra/ms-general-surgery-course
"Adesh University, Bathinda",N/A,4.2/5,5 Reviews,N/A,https://www.careers360.com/colleges/adesh-institute-of-medical-sciences-and-research-bathinda/ms-general-surgery-course
"Adharsh Vidhyalaya Arts and Science College for Women, Erode",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adharsh-vidhyalaya-arts-and-science-college-for-women-erode/msc-mathematics-course
"Adhiparasakthi College of Arts and Science, Vellore",N/A,3.5/5,2 Reviews,N/A,https://www.careers360.com/colleges/adhiparasakthi-college-of-arts-and-science-vellore/mca-course
"Adhiparasakthi College of Nursing, Kancheepuram",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhiparasakthi-college-of-nursing-kancheepuram/msc-community-health-nursing-course
"Adhiparasakthi College of Physiotherapy, Kancheepuram",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhiparasakthi-college-of-physiotherapy-kancheepuram/mpt-course
"Adhiparasakthi Engineering College, Kancheepuram",N/A,3.3/5,5 Reviews,N/A,https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram/mca-course
"Adhiyamaan College of Engineering, Hosur",N/A,3.9/5,17 Reviews,N/A,https://www.careers360.com/colleges/adhiyamaan-college-of-engineering-hosur/mca-course
"Adhiyaman Arts and Science College for Women, Krishnagiri",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhiyaman-arts-and-science-college-for-women-krishnagiri/mca-course
"Adhunik Institute of Education and Research, Meerut",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhunik-institute-of-education-and-research-meerut/msc-biotechnology-course
"Adhyapak Shikshan Mandal's CH Chaudhari Arts, SG Patel Commerce and Babaji BJ Patel Science College, Taloda",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adhyapak-shikshan-mandals-ch-chaudhari-arts-sg-patel-commerce-and-babaji-bj-patel-science-college-taloda/msc-botany-course
"Adichunchanagiri College of Nursing, Mandya",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adichunchanagiri-college-of-nursing-mandya/msc-medical-surgical-nursing-course
"AIMS Mandya - Adichunchanagiri Institute of Medical Sciences and Research Centre, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adichunchanagiri-institute-of-medical-sciences-and-research-centre-bangalore/ms-orthopaedics-course
"AIT Chikmagalur - Adichunchanagiri Institute of Technology, Chikmagalur",N/A,4.0/5,20 Reviews,N/A,https://www.careers360.com/colleges/adichunchanagiri-institute-of-technology-chikmagalur/mtech-structural-engineering-course
"Adichunchanagiri University, Mandya",N/A,N/A,N/A,N/A,https://www.careers360.com/university/adichunchanagiri-university-mandya/msc-biotechnology-course
"Adikavi Nannaya University, MSN Campus, Kakinada",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adikavi-nannaya-university-msn-campus-kakinada/mca-course
"Adikavi Nannaya University, Rajahmundry",N/A,4.1/5,3 Reviews,N/A,https://www.careers360.com/colleges/bv-raju-institute-computer-education-bhimavaram/mca-course
"Adina Institute of Pharmaceutical Science, Sagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adina-institute-of-pharmaceutical-science-sagar/mpharma-pharmaceutics-course
"ADINA Institute of Science and Technology, Sagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adina-institute-of-science-and-technology-sagar/mtech-computer-science-and-engineering-course
"ASIET Kalady - Adi Shankara Institute of Engineering and Technology, Kalady",N/A,4.4/5,37 Reviews,N/A,https://www.careers360.com/colleges/adi-shankara-institute-of-engineering-and-technology-kalady/mca-course
"Aditanar College of Arts and Science, Tiruchendur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditanar-college-of-arts-and-science-tiruchendur/msc-mathematics-course
"Adithya Institute of Technology, Coimbatore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore/me-applied-electronics-course
"Aditya Bangalore Institute of Pharmacy Education and Research, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-bangalore-institute-of-pharmacy-education-and-research-bangalore/mpharma-industrial-pharmacy-course
"Aditya College of Engineering and Technology, Bengaluru",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-college-of-engineering-and-technology-bengaluru/mca-course
"Aditya College of Engineering and Technology, Surampalem",N/A,4.6/5,103 Reviews,N/A,https://www.careers360.com/colleges/aditya-college-of-engineering-and-technology-surampalem/mca-course
"Aditya College of Engineering, Surampalem",N/A,4.6/5,43 Reviews,N/A,https://www.careers360.com/colleges/aditya-college-of-engineering-surampalem/mtech-computer-science-and-engineering-course
"Aditya College of Nursing, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-college-of-nursing-bangalore/msc-medical-surgical-nursing-course
"Aditya College of Pharmacy, Surampalem",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-college-of-pharmacy-surampalem/mpharma-pharmaceutical-technology-course
"ACTS Satna - Aditya College of Technology and Science, Satna",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-college-of-technology-and-science-satna/mtech-computer-science-and-engineering-course
"Aditya Degree College, Eluru",N/A,3.2/5,2 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-eluru/msc-organic-chemistry-course
"Aditya Degree College for Women, Rajahmundry",N/A,4.4/5,5 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-for-women-rajahmundry/msc-organic-chemistry-course
"Aditya Degree College, Gopalapatnam",N/A,3.9/5,7 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-gopalapatnam/msc-organic-chemistry-course
"Aditya Degree College, Kakinada",N/A,4.5/5,10 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-kakinada/msc-organic-chemistry-course
"Aditya Degree College, Rajahmundry",N/A,4.0/5,8 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-rajahmundry/msc-analytical-chemistry-course-2
"Aditya Degree College, Vizianagaram",N/A,3.5/5,8 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-vizianagaram/msc-organic-chemistry-course
"Aditya Degree College Womens, Kakinada",N/A,4.3/5,4 Reviews,N/A,https://www.careers360.com/colleges/aditya-degree-college-womens-kakinada/msc-organic-chemistry-course
"Aditya Degree College Womens, Rajahmundry",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-degree-college-womens-rajahmundry/msc-analytical-chemistry-course
"Aditya Engineering College, Beed",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-engineering-college-beed/me-cad-cam-course
"Aditya Engineering College, Surampalem",N/A,4.2/5,40 Reviews,N/A,https://www.careers360.com/colleges/aditya-engineering-college-surampalem/mca-course
"AIMSR Mumbai - Aditya Institute of Management Studies and Research, Mumbai",N/A,2.6/5,5 Reviews,N/A,https://www.careers360.com/colleges/aditya-institute-of-management-studies-and-research-mumbai/mca-course
"AITAM Tekkali - Aditya Institute of Technology and Management, Tekkali",N/A,4.4/5,22 Reviews,N/A,https://www.careers360.com/colleges/aditya-institute-of-technology-and-management-tekkali/mca-course
"Aditya Pharmacy College, Beed",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-pharmacy-college-beed/m-pharma-pharmaceutics-course
"Aditya Pharmacy College, Surampalem",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aditya-pharmacy-college-surampalem/mpharma-pharmaceutics-course-2
"ADM College for Women, Nagapattinam",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/adm-college-for-women-nagapattinam/msc-chemistry-self-finance-course
"AMC Bangalore - Administrative Management College, Bangalore",N/A,4.3/5,2 Reviews,N/A,https://www.careers360.com/colleges/administrative-management-college-bangalore/mca-course
"ADIT Anand - AD Patel Institute of Technology, Anand",N/A,4.1/5,14 Reviews,N/A,https://www.careers360.com/colleges/ad-patel-institute-of-technology-anand/mtech-artificial-intelligence-course
"Adsul's Technical Campus, Ahmednagar",N/A,3.4/5,1 Reviews,N/A,https://www.careers360.com/colleges/adsuls-technical-campus-ahmednagar/me-computer-engineering-course
"Adusumilli Vijaya Institute of Technology and Research Centre, Nalgonda",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adusumilli-vijaya-institute-of-technology-and-research-centre-nalgonda/mtech-computer-science-and-engineering-course
"Advance College, Ujjain",N/A,4.0/5,2 Reviews,N/A,https://www.careers360.com/colleges/advance-college-ujjain/msc-computer-science-course
"Advanced Computer College, Osmanabad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/advanced-computer-college-osmanabad/msc-computer-science-course
"Advanced Institute of Pharmacy, Palwal",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/advanced-institute-of-pharmacy-palwal/mpharma-drug-regulatory-affairs-course
"AITM Palwal - Advanced Institute of Technology and Management, Palwal",N/A,5.0/5,3 Reviews,N/A,https://www.careers360.com/colleges/advanced-institute-of-technology-and-management-palwal/mca-course
"Advance Institute of Biotech and Paramedical Sciences, Kanpur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/advance-institute-of-biotech-and-paramedical-sciences-kanpur/mpharma-pharmacognosy-course
"Advance Institute of Science and Technology, Dehradun",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/advance-institute-of-science-and-technology-dehradun/msc-botany-course
"Adv BD Hambarde Mahavidyalaya, Ashti",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adv-bd-hambarde-mahavidyalaya-ashti/msc-in-organic-chemistry-course
"Adventist College of Nursing, Bangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adventist-college-of-nursing-bangalore/msc-medical-surgical-nursing-course
"Adv Manoharrao Nanasaheb Deshmukh Arts and Science College, Rajur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/adv-manoharrao-nanasaheb-deshmukh-arts-and-science-college-rajur/msc-botany-course
"AECS Maaruti College of Nursing, Bengaluru",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aecs-maaruti-college-of-nursing-bengaluru/msc-community-health-nursing-course
"Aesthetic Institute of Design, Raipur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/aesthetic-institute-of-design-raipur/msc-interior-designing-course
"AG and SG Siddhartha College of Arts and Science, Krishna",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ag-and-sg-siddhartha-college-of-arts-and-science-krishna/msc-computer-science-course
"Agartala Government Medical College, Agartala",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/agartala-government-medical-college-agartala/ms-general-surgery-course
"Agarwal College, Merta City",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agarwal-college-merta-city/msc-computer-science-course
"Agasti Arts Commerce and Dadasaheb Rupwate Science College, Akole",N/A,3.4/5,3 Reviews,N/A,https://www.careers360.com/colleges/agasti-arts-commerce-and-dadasaheb-rupwate-science-college-akole/msc-organic-chemistry-course
"Agasti Institute of Management, Computer Application and Research, Akole",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agasti-institute-of-management-computer-application-and-research-akole/mca-course
"Aggarwal College, Ballabgarh",N/A,4.0/5,5 Reviews,N/A,https://www.careers360.com/colleges/aggarwal-college-ballabgarh/msc-mathematics-course
"ARI Pune - Agharkar Research Institute, Pune",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agharkar-research-institute-pune/phd-biodiversity-and-palaeobiology-course
"A1 Global Institute of Engineering and Technology, Prakasam",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/a1-global-institute-of-engineering-and-technology-prakasam/mtech-artificial-intelligence-and-machine-learning-course
"Agni College of Technology, Thalambur",N/A,4.5/5,31 Reviews,N/A,https://www.careers360.com/colleges/agni-college-of-technology-thalambur/me-structural-engineering-course
"Agnihotri College of Pharmacy, Wardha",N/A,5.0/5,2 Reviews,N/A,https://www.careers360.com/colleges/agnihotri-college-of-pharmacy-wardha/mpharma-pharmaceutics-course
"Agnihotri Institute of Pharmacy, Wardha",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agnihotri-institute-of-pharmacy-wardha/mpharma-in-quality-assurance-course
"Agnos College of Technology, Bhopal",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agnos-college-of-technology-bhopal/mtech-thermal-engineering-course
"Agra College, Agra",N/A,3.8/5,59 Reviews,N/A,https://www.careers360.com/colleges/agra-college-agra/msc-physics-course
"Agra Public College of Technology and Management, Agra",N/A,3.7/5,3 Reviews,N/A,https://www.careers360.com/colleges/agra-public-college-of-technology-and-management-agra/mca-course
"Agra Public Pharmacy College, Agra",N/A,3.3/5,3 Reviews,N/A,https://www.careers360.com/colleges/agra-public-pharmacy-college-agra/mpharma-pharmaceutical-chemistry-course
"Agrasen Mahila Mahavidyalaya, Kherli",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agrasen-mahila-mahavidyalaya-kherli/msc-chemistry-course
"Agrawal Kanya Mahavidyalaya, Sawai Madhopur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agrawal-kanya-mahavidyalaya-sawai-madhopur/msc-chemistry-course
"Agrawal PG College, Jaipur",N/A,3.5/5,2 Reviews,N/A,https://www.careers360.com/colleges/agrawal-pg-college-jaipur/msc-zoology-course
"Agricultural College and Research Institute, Killikulam",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/agricultural-college-and-research-institute-killikulam/msc-agronomy-course
"Agricultural College and Research Institute, Tamil Nadu Agricultural University, Coimbatore",N/A,4.1/5,3 Reviews,N/A,https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-coimbatore/msc-agricultural-extension-communication-
"ACRI Madurai - Agricultural College and Research Institute, Tamil Nadu Agricultural University, Madurai",N/A,4.5/5,2 Reviews,N/A,https://www.careers360.com/colleges/agricultural-college-and-research-institute-tamil-nadu-agricultural-university-madurai/msc-agricultural-economics-course
"Agricultural College, Bapatla",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/agricultural-college-bapatla/msc-plant-physiology-course
"Agricultural College, Mahanandi",N/A,3.6/5,1 Reviews,N/A,https://www.careers360.com/colleges/agricultural-college-mahanandi/msc-agricultural-chemistry-course
"Agricultural College, Naira",N/A,4.8/5,1 Reviews,N/A,https://www.careers360.com/colleges/agricultural-college-naira/msc-agriculture-course
"Agricultural Engineering College and Research Institute, Coimbatore",N/A,4.5/5,1 Reviews,N/A,https://www.careers360.com/colleges/agricultural-engineering-college-and-research-institute-coimbatore/mtech-agricultural-engineering-course
"Agurchand Manmull Jain College, Chennai",N/A,3.8/5,1 Reviews,N/A,https://www.careers360.com/colleges/agurchand-manmull-jain-college-chennai/msc-applied-psychology-shift-ii-course
"Ahalia School of Optometry, Palakkad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahalia-school-of-optometry-palakkad/msc-optometry-course
"Ahalia School of Pharmacy, Palakkad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahalia-school-of-pharmacy-palakkad/phd-pharmacy-course
"AIMS Ahmedabad - Ahmedabad Institute of Medical Sciences, Ahmedabad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmedabad-institute-of-medical-sciences-ahmedabad/mpt-musculoskeletal-course
"Ahmedabad Institute of Technology, Ahmedabad",N/A,4.2/5,46 Reviews,N/A,https://www.careers360.com/colleges/ahmedabad-institute-of-technology-ahmedabad/mca-course
"Ahmedabad Physiotherapy College, Ahmedabad",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmedabad-physiotherapy-college-ahmedabad/mpt-cardio-respiratory-course
"Ahmedabad University - Ahmedabad University, Ahmedabad",N/A,4.5/5,69 Reviews,N/A,https://www.careers360.com/university/ahmedabad-university-ahmedabad/ms-life-sciences-integrated-course
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj Rajarshi Shahu Mahavidyalaya, Ahmednagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samaj-rajarshi-shahu-mahavidyalaya-ahmednagar/msc-computer-science-course
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Arts Commerce and Science College, Parner",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasarak-samajs-new-arts-commerce-and-science-college-parner/msc-computer-science-course
"Ahmednagar Jilha Maratha Vidya Prasark Samaj's New Arts Commerce and Science College, Shevgaon",N/A,3.6/5,1 Reviews,N/A,https://www.careers360.com/colleges/ahmednagar-jilha-maratha-vidya-prasark-samajs-new-arts-commerce-and-science-college-shevgaon/msc-analytical-chemistry-course
"AIMA Delhi - AIMA Centre for Management Education, Delhi",N/A,3.6/5,2 Reviews,N/A,https://www.careers360.com/colleges/aima-centre-for-management-education-delhi/phd-business-administration-course
"Aiman College of Arts and Science for Women, Tiruchirappalli",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/aiman-college-of-arts-and-science-for-women-tiruchirappalli/msc-computer-science-course
"AIMS Institutes, Bangalore",N/A,4.0/5,46 Reviews,N/A,https://www.careers360.com/colleges/aims-institutes-bangalore/mca-course
"AIPH University, Bhubaneswar",N/A,N/A,N/A,N/A,https://www.careers360.com/university/aiph-university-bhubaneswar/msc-botany-course
